#SAMPLE,R1 RAW READS,R2 RAW READS,TRIM INPUT READS,TRIM SURVIVING READS,TRIM SURVIVING READS %,INPUT READS,MAPPED READS (MQ10),MAPPED %,CHIMERIC %,MAPPED READS,DEDUPLICATED READS,DUPLICATES %,ON-TARGET,ON-TARGET 100BP PAD,ON-TARGET 500BP PAD,MEAN COVERAGE,MEDIAN COVERAGE,%_bases_above_10,%_bases_above_50,%_bases_above_100,%_bases_above_500
SRR4189535,122747131,122747131,122747131,117652550,95.80%,235305100,228855110,97.20%,0.16%,228855110,209257098,8.56%,60.40%,76.80%,81.90%,69.04,14,51.3,40.9,27.2,0.6
SRR4189537,134119608,134119608,134119608,129317621,96.40%,258635242,251655201,97.30%,0.14%,251655201,228268596,9.29%,60.40%,76.80%,81.90%,75.48,15,51.9,42,29.5,0.9
SRR4189538,124093054,124093054,124093054,119793997,96.50%,239587994,233012917,97.20%,0.14%,233012917,214556613,7.92%,59.20%,75.30%,80.60%,69.57,15,51.7,41.1,27.4,0.6
SRR4189541,135223411,135223411,135223411,129660989,95.80%,259321978,251994014,97.10%,0.17%,251994014,233198917,7.45%,58.20%,74.30%,79.60%,73.96,15,51.9,41.7,28.8,0.8
SRR4189547,123746271,123746271,123746271,118029790,95.30%,236059580,229183439,97.00%,0.12%,229183439,212083267,7.46%,59.70%,75.90%,81.00%,68.58,13,51.2,40.6,26.6,0.7
SRR4189549,80182650,80182650,80182650,77010790,96.00%,154021580,149270476,96.90%,0.15%,149270476,143103515,4.13%,55.90%,71.30%,76.70%,43.56,9,49.4,32.5,15.1,0.1
SRR4189551,121274840,121274840,121274840,115769239,95.40%,231538478,224787602,97.00%,0.14%,224787602,212438311,5.49%,56.60%,72.20%,77.50%,65.18,13,51.3,40.2,25.4,0.5
SRR4189553,97642264,97642264,97642264,93694361,95.90%,187388722,181811064,97.00%,0.16%,181811064,173808532,4.40%,55.90%,71.30%,76.70%,52.87,11,50.4,36.5,19.8,0.2
SRR4189570,131366073,131366073,131366073,128465831,97.70%,256931662,249546262,97.10%,0.11%,249546262,228725438,8.34%,58.80%,74.80%,80.00%,74.04,15,52,41.6,28.7,0.8
SRR4189572,146607884,146607884,146607884,143374135,97.70%,286748270,279099064,97.30%,0.12%,279099064,248702516,10.80%,60.00%,76.30%,81.30%,82.26,16,52.3,42.8,31.3,1.2
SRR4189574,128800191,128800191,128800191,125856936,97.70%,251713872,245187388,97.40%,0.12%,245187388,221701827,9.57%,59.90%,76.30%,81.50%,73.23,16,52,41.7,28.5,0.7
SRR4189575,104462583,104462583,104462583,102057833,97.60%,204115666,198760527,97.30%,0.12%,198760527,181219719,8.82%,60.40%,76.80%,82.00%,60.29,13,51,38.9,23.5,0.3
SRR4189577,132649966,132649966,132649966,129729884,97.70%,259459768,252259806,97.20%,0.13%,252259806,224413903,11.00%,58.30%,74.10%,79.40%,72.05,15,52,41.2,27.7,0.7
SRR4189580,129403307,129403307,129403307,126539768,97.70%,253079536,246378757,97.30%,0.13%,246378757,220390795,10.50%,61.10%,77.60%,82.50%,74.2,15,51.7,41.5,28.6,0.8
SRR4189582,144308284,144308284,144308284,141297943,97.90%,282595886,274903777,97.20%,0.13%,274903777,251329028,8.57%,60.30%,76.30%,81.00%,83.46,15,52,42,30.5,1.4
SRR4189584,139486981,139486981,139486981,136354903,97.70%,272709806,265397039,97.30%,0.12%,265397039,240473009,9.39%,59.80%,75.90%,81.00%,79.18,16,52.2,42.3,30.2,1.1
SRR4189585,131852273,131852273,131852273,128900862,97.70%,257801724,250220533,97.00%,0.13%,250220533,233034093,6.86%,56.10%,71.30%,76.40%,72.03,14,51.8,41.2,27.8,0.8
SRR4189591,126698624,126698624,126698624,123497819,97.40%,246995638,240212244,97.20%,0.14%,240212244,216594347,9.83%,60.00%,76.40%,81.80%,71.69,15,51.8,40.5,27.5,0.8
SRR4189597,145227038,145227038,145227038,141172421,97.20%,282344842,274148747,97.00%,0.34%,274148747,243956547,11.00%,61.50%,78.10%,83.50%,82.3,14,52,38.9,28.3,1.8
SRR4189599,103009670,103009670,103009670,100877177,97.90%,201754354,195777468,97.00%,0.17%,195777468,184150331,5.93%,60.80%,77.40%,82.50%,63.75,14,51.3,40.3,25.6,0.3
SRR4189691,129813242,129813242,129813242,127211021,97.90%,254422042,247264267,97.10%,0.17%,247264267,226419034,8.43%,61.80%,78.30%,83.10%,79.6,16,52,42.6,30.8,0.8
SRR4189699,124747324,124747324,124747324,122768931,98.40%,245537862,238762646,97.20%,0.18%,238762646,221439512,7.25%,60.80%,77.20%,82.40%,81.95,17,52.6,42.9,31.4,1
SRR4189704,145262373,145262373,145262373,138560835,95.30%,277121670,269518595,97.20%,0.09%,269518595,245745112,8.82%,59.90%,75.90%,80.70%,84.35,16,52.2,42.9,32,1.2
SRR4189710,101299089,101299089,101299089,98207799,96.90%,196415598,191068992,97.20%,0.14%,191068992,176649552,7.54%,62.00%,78.90%,84.10%,59.89,13,51,39.7,24.2,0.1
SRR4189712,131438514,131438514,131438514,124944168,95.00%,249888336,242714176,97.10%,0.14%,242714176,229063526,5.62%,60.30%,76.50%,81.50%,79.12,16,52,42.8,31,0.8
SRR4189734,96642376,96642376,96642376,94010635,97.20%,188021270,182465774,97.00%,0.15%,182465774,170889101,6.34%,59.90%,76.20%,81.50%,56.14,12,50.8,39.3,22.6,0.1
SRR4189738,108169997,108169997,108169997,105407146,97.40%,210814292,205119231,97.20%,0.17%,205119231,189920266,7.40%,60.00%,76.70%,82.00%,62.68,14,51.4,40.8,25.7,0.2
SRR4189749,95445027,95445027,95445027,92931352,97.30%,185862704,180797577,97.20%,0.17%,180797577,169310260,6.35%,60.50%,77.00%,82.40%,56.17,13,50.9,39.3,22.5,0.1
SRR4189784,115422789,115422789,115422789,109484824,94.80%,218969648,212974466,97.20%,0.18%,212974466,200639956,5.79%,60.90%,77.50%,82.60%,70,15,51.6,41.5,28,0.4
SRR4189788,116145304,116145304,116145304,110091360,94.70%,220182720,214266378,97.30%,0.17%,214266378,199863752,6.72%,60.10%,76.90%,82.50%,68.95,16,52,42,28.1,0.4
SRR4189793,131836789,131836789,131836789,129220770,98.00%,258441540,251426133,97.20%,0.16%,251426133,231290483,8.00%,60.90%,77.30%,82.20%,81.11,16,52.1,43,31.6,0.9
SRR4189798,136714260,136714260,136714260,134338583,98.20%,268677166,261578550,97.30%,0.18%,261578550,237854156,9.06%,60.90%,77.40%,82.50%,81.44,17,52.2,43.4,31.9,0.8
SRR4189801,111538205,111538205,111538205,109643561,98.30%,219287122,213602163,97.40%,0.35%,213602163,189196122,11.40%,59.80%,76.10%,81.40%,69.24,16,52.2,41.4,27.9,0.3
SRR4189805,115760876,115760876,115760876,113674511,98.10%,227349022,221130725,97.20%,0.15%,221130725,205928059,6.87%,61.60%,78.10%,83.00%,71.43,14,51.5,41.5,28.1,0.5
SRR4189809,120278038,120278038,120278038,118283653,98.30%,236567306,230061130,97.20%,0.26%,230061130,214851924,6.61%,60.50%,77.00%,82.30%,77.83,17,52.5,42.8,30.4,0.7
SRR4189813,147140613,147140613,147140613,144558642,98.20%,289117284,281482778,97.30%,0.18%,281482778,251137870,10.70%,60.30%,76.90%,82.10%,85.29,19,52.8,43.9,33,1
SRR4189817,112461323,112461323,112461323,110164995,97.90%,220329990,214377315,97.20%,0.20%,214377315,197890180,7.69%,59.90%,76.30%,81.50%,68.36,15,51.7,41.4,27.5,0.3
SRR4189822,137549527,137549527,137549527,134957463,98.10%,269914926,262652061,97.30%,0.18%,262652061,246350230,6.20%,60.10%,76.50%,81.60%,83.83,18,52.6,43.5,32.3,1
SRR4189826,112940335,112940335,112940335,110980076,98.20%,221960152,216068271,97.30%,0.16%,216068271,201499079,6.74%,60.90%,77.40%,82.50%,68.83,15,51.6,41.1,27.3,0.4
SRR4189830,133759516,133759516,133759516,130267535,97.30%,260535070,253586277,97.30%,0.17%,253586277,231237812,8.81%,60.40%,76.80%,81.70%,78.14,16,51.9,42.6,30.5,0.7
SRR4189835,119938611,119938611,119938611,117875997,98.20%,235751994,229413098,97.30%,0.18%,229413098,210943132,8.05%,60.70%,77.20%,82.30%,71.83,15,51.8,42.2,28.8,0.4
SRR4189839,146715646,146715646,146715646,142893592,97.30%,285787184,277626329,97.10%,0.16%,277626329,252854048,8.92%,58.30%,74.30%,79.80%,80.85,18,52.9,43.4,31.8,0.8
SRR4189844,104375151,104375151,104375151,101706344,97.40%,203412688,197980390,97.30%,0.21%,197980390,185596634,6.25%,60.90%,77.60%,82.70%,63.77,14,51.2,40.7,25.7,0.2
SRR4189848,104885334,104885334,104885334,103214343,98.40%,206428686,200858322,97.30%,0.19%,200858322,187599234,6.60%,61.50%,78.20%,83.20%,65.45,14,51.3,40.8,26.2,0.3
SRR4189853,163578659,163578659,163578659,161035578,98.40%,322071156,313404579,97.30%,0.18%,313404579,281846967,10.00%,61.20%,77.80%,82.90%,98.34,21,53.2,45.1,36.1,1.9
SRR4189858,116348122,116348122,116348122,113192001,97.20%,226384002,220159278,97.20%,0.18%,220159278,203034406,7.77%,60.40%,76.70%,81.80%,68.47,14,51.4,41.3,27.4,0.4
SRR4189863,178946975,178946975,178946975,174243098,97.30%,348486196,339064892,97.20%,0.14%,339064892,299371654,11.70%,61.80%,78.40%,83.10%,103.73,20,53,44.9,36.5,2.6
SRR4189868,105048593,105048593,105048593,103389837,98.40%,206779674,201230228,97.30%,0.19%,201230228,187308779,6.91%,61.10%,77.70%,82.70%,64.92,14,51.3,40.6,26,0.3
SRR4189872,164965137,164965137,164965137,160618712,97.30%,321237424,312266005,97.20%,0.15%,312266005,281296661,9.91%,58.50%,74.70%,80.20%,90.38,21,53.5,44.6,34.8,1.3
SRR4189877,169954185,169954185,169954185,167189530,98.30%,334379060,325424483,97.30%,0.17%,325424483,287716519,11.50%,60.70%,77.20%,82.50%,99.84,22,53.5,45.3,36.5,2
SRR4189882,124346053,124346053,124346053,122101218,98.10%,244202436,237839002,97.30%,0.21%,237839002,223523968,6.01%,61.10%,77.60%,82.80%,79.46,17,52.4,42.8,30.8,0.8
SRR4189887,105597410,105597410,105597410,103781870,98.20%,207563740,201869433,97.20%,0.19%,201869433,189000974,6.37%,60.90%,77.20%,82.30%,67.27,14,51.4,40.6,26.7,0.4
SRR4189890,118112692,118112692,118112692,114726822,97.10%,229453644,223222049,97.20%,0.15%,223222049,160529563,28.00%,57.70%,73.90%,79.80%,50.85,15,51.7,39.5,21.9,0
SRR4189893,123370820,123370820,123370820,121351248,98.30%,242702496,236105592,97.20%,0.21%,236105592,222818210,5.62%,60.40%,76.90%,82.10%,77.36,17,52.3,42.6,30.2,0.7
SRR4189897,119386146,119386146,119386146,117500265,98.40%,235000530,228720549,97.30%,0.21%,228720549,216961412,5.14%,60.90%,77.40%,82.60%,75.86,16,52.1,42.5,29.8,0.6
SRR4189902,115449456,115449456,115449456,113580534,98.30%,227161068,221014478,97.20%,0.30%,221014478,198142824,10.30%,60.70%,77.30%,82.60%,70.63,16,52.1,41.8,28.5,0.3
SRR4189907,149985839,149985839,149985839,146151148,97.40%,292302296,284490752,97.30%,0.14%,284490752,258001947,9.31%,60.40%,77.00%,82.40%,85.45,19,52.9,44.1,33.6,1
SRR4189912,152191551,152191551,152191551,148317943,97.40%,296635886,288419125,97.20%,0.17%,288419125,257661407,10.60%,60.40%,77.10%,82.60%,85.52,19,52.9,44.1,33.7,1
SRR4189917,115823633,115823633,115823633,112791216,97.30%,225582432,219302020,97.20%,0.15%,219302020,199993927,8.80%,59.70%,76.20%,81.80%,65.53,15,51.9,41.2,26.5,0.2
SRR4189922,123400371,123400371,123400371,119952800,97.20%,239905600,233394113,97.20%,0.13%,233394113,210977616,9.60%,60.20%,76.70%,82.00%,69.65,15,51.8,41.9,28.6,0.4
SRR4189927,125723640,125723640,125723640,120941984,96.10%,241883968,235081618,97.10%,0.14%,235081618,217068359,7.66%,58.00%,74.00%,79.50%,68.84,16,52.1,41.5,27.5,0.3
SRR4189932,154960858,154960858,154960858,149045540,96.10%,298091080,290495185,97.40%,0.15%,290495185,260911498,10.10%,59.30%,75.70%,81.40%,84.82,20,53.2,44.2,33.3,0.8
SRR4189936,111407771,111407771,111407771,107655909,96.60%,215311818,209140226,97.10%,0.15%,209140226,187279040,10.40%,58.10%,74.30%,80.00%,59.12,14,51.6,40.3,24.5,0.1
SRR4189940,156146787,156146787,156146787,150431947,96.30%,300863894,292508134,97.20%,0.13%,292508134,257771405,11.80%,59.70%,76.10%,81.50%,84.33,19,52.9,43.9,33.2,0.9
SRR4189945,107911614,107911614,107911614,105050809,97.30%,210101618,204080429,97.10%,0.17%,204080429,189736173,7.02%,58.90%,75.10%,80.60%,61.48,14,51.5,40.3,24.9,0.2
SRR4189950,133102222,133102222,133102222,129610057,97.30%,259220114,251860671,97.10%,0.14%,251860671,228273502,9.36%,58.50%,74.60%,80.20%,73.43,17,52.6,42.4,29.4,0.5
SRR4189954,110088689,110088689,110088689,107382005,97.50%,214764010,208949886,97.20%,0.14%,208949886,192953147,7.65%,59.80%,76.30%,81.70%,63.38,14,51.5,41.2,26.1,0.2
SRR4189959,158810362,158810362,158810362,152435605,95.90%,304871210,296189603,97.10%,0.13%,296189603,264276369,10.70%,59.50%,75.90%,81.30%,86.14,19,53.1,44.1,33.5,1
SRR4189963,126192825,126192825,126192825,122824774,97.30%,245649548,238622991,97.10%,0.17%,238622991,216646219,9.20%,59.20%,75.70%,81.30%,70.59,17,52.3,42.4,28.8,0.3
SRR4189967,130995244,130995244,130995244,127571834,97.30%,255143668,247832499,97.10%,0.14%,247832499,220910885,10.80%,59.60%,76.00%,81.50%,72.43,17,52.5,42.2,29,0.4
SRR4189972,127289876,127289876,127289876,124346262,97.60%,248692524,241544225,97.10%,0.15%,241544225,221610299,8.25%,58.00%,73.90%,79.30%,70.72,16,52.1,42.2,28.5,0.4
SRR4189977,138642910,138642910,138642910,135482147,97.70%,270964294,263091935,97.00%,0.15%,263091935,239874082,8.82%,58.60%,74.70%,80.10%,77.38,17,52.5,43.2,30.9,0.6
SRR4189981,117032897,117032897,117032897,114274999,97.60%,228549998,222020970,97.10%,0.16%,222020970,202386041,8.84%,59.00%,75.30%,80.90%,65.73,15,51.9,41.3,26.7,0.2
SRR4189985,160737059,160737059,160737059,157039545,97.60%,314079090,305014267,97.10%,0.15%,305014267,272802089,10.50%,58.50%,74.60%,80.10%,87.84,20,53.3,44.5,34.1,1.1
SRR4189990,116049453,116049453,116049453,111997782,96.50%,223995564,217837957,97.20%,0.18%,217837957,203796804,6.44%,58.40%,74.80%,80.70%,64.68,16,52,41.7,26.6,0.2
SRR4189994,136653460,136653460,136653460,133308203,97.50%,266616406,259544974,97.30%,0.15%,259544974,235277885,9.34%,59.80%,76.20%,81.50%,77.3,17,52.3,43.3,31.6,0.6
SRR4189998,126274769,126274769,126274769,121992296,96.60%,243984592,237422941,97.30%,0.15%,237422941,216791158,8.68%,59.40%,75.90%,81.50%,70.54,16,52.2,42.4,29.3,0.3
SRR4190002,98688876,98688876,98688876,96160493,97.40%,192320986,186985653,97.20%,0.16%,186985653,174822679,6.50%,59.60%,76.10%,81.60%,57.22,13,51.1,39.5,23.1,0.1
SRR4190007,126504304,126504304,126504304,122258233,96.60%,244516466,237867626,97.20%,0.15%,237867626,217557448,8.53%,59.30%,75.80%,81.40%,70.73,16,52.1,42.6,29.3,0.3
SRR4190011,138333579,138333579,138333579,134814997,97.40%,269629994,262342636,97.20%,0.11%,262342636,237693803,9.39%,59.30%,75.70%,81.10%,77.44,17,52.5,43.2,31.6,0.6
SRR4190015,123113354,123113354,123113354,119835609,97.30%,239671218,232944448,97.10%,0.14%,232944448,214329436,7.99%,59.50%,76.00%,81.50%,69.82,16,52,42.1,28.7,0.4
SRR4190020,114599483,114599483,114599483,111613383,97.30%,223226766,216982337,97.20%,0.14%,216982337,201131283,7.30%,59.40%,75.80%,81.30%,65.42,15,51.6,41.2,26.9,0.3
SRR4190027,95178011,95178011,95178011,92689025,97.30%,185378050,180166537,97.10%,0.16%,180166537,168329575,6.57%,59.60%,76.10%,81.50%,54.91,13,50.9,39.2,22,0.1
SRR4190037,116086196,116086196,116086196,112354992,96.70%,224709984,218602981,97.20%,0.14%,218602981,199336552,8.81%,60.20%,76.70%,81.90%,65.77,14,51.5,41.2,26.9,0.3
SRR4190042,115238059,115238059,115238059,112121404,97.20%,224242808,218204240,97.30%,0.17%,218204240,201493940,7.65%,59.40%,75.90%,81.40%,65.74,16,51.9,41.7,27.2,0.2
SRR4190047,107162993,107162993,107162993,104025872,97.00%,208051744,202229864,97.20%,0.15%,202229864,187059166,7.50%,60.00%,76.60%,82.00%,61.62,14,51.4,40.6,25.2,0.2
SRR4190052,115056218,115056218,115056218,111703396,97.00%,223406792,217472832,97.30%,0.17%,217472832,201048704,7.55%,59.70%,76.40%,81.80%,65.97,15,51.7,41.8,27.3,0.2
SRR4190056,121195422,121195422,121195422,118019517,97.30%,236039034,229583403,97.20%,0.15%,229583403,211529738,7.86%,60.20%,76.80%,82.20%,69.96,16,51.9,42.1,28.7,0.4
SRR4190061,129003351,129003351,129003351,125379345,97.10%,250758690,244031923,97.30%,0.16%,244031923,223364307,8.46%,60.70%,77.50%,82.80%,74.52,17,52.1,42.9,30.6,0.5
SRR4190066,125150162,125150162,125150162,121516916,97.00%,243033832,236326160,97.20%,0.16%,236326160,216372773,8.44%,59.80%,76.30%,81.60%,71.07,16,52,42.2,29.1,0.4
SRR4190071,120995137,120995137,120995137,118062258,97.50%,236124516,229651097,97.20%,0.15%,229651097,211131599,8.06%,59.70%,76.10%,81.60%,69.31,16,52,42,28.4,0.3
SRR4190076,99132480,99132480,99132480,96865442,97.70%,193730884,188417874,97.20%,0.15%,188417874,174870889,7.18%,60.50%,77.00%,82.20%,58.19,13,51,39.5,23.5,0.1
SRR4190079,116773589,116773589,116773589,113794690,97.40%,227589380,221382789,97.20%,0.15%,221382789,203633424,8.01%,59.90%,76.20%,81.30%,66.93,15,51.6,41.4,27.3,0.3
SRR4190083,106212597,106212597,106212597,103646165,97.50%,207292330,201558253,97.20%,0.15%,201558253,186031196,7.70%,60.30%,76.80%,82.20%,61.65,14,51.3,40.7,25.2,0.2
SRR4190087,109752437,109752437,109752437,107225782,97.60%,214451564,208549930,97.20%,0.13%,208549930,192066724,7.90%,60.00%,76.30%,81.60%,63.36,14,51.4,40.6,25.7,0.2
SRR4190092,112673895,112673895,112673895,109948742,97.50%,219897484,213680447,97.10%,0.15%,213680447,196877785,7.86%,59.00%,75.30%,80.60%,63.9,15,51.6,41,26.1,0.2
SRR4190097,121853058,121853058,121853058,118693405,97.40%,237386810,230880127,97.20%,0.16%,230880127,211261090,8.49%,59.80%,76.30%,81.50%,69.44,15,51.8,42.2,28.6,0.4
SRR4190102,113245359,113245359,113245359,110390279,97.40%,220780558,214587541,97.10%,0.13%,214587541,197428120,7.99%,60.10%,76.20%,81.20%,64.86,13,51.3,40.6,26.3,0.3
SRR4190032,120659101,120659101,120659101,116656713,96.60%,233313426,226812022,97.20%,0.14%,226812022,208574708,8.04%,59.50%,75.80%,81.20%,67.87,15,51.8,41.7,27.9,0.3
SRR4190107,124582545,124582545,124582545,120711529,96.80%,241423058,234929096,97.30%,0.17%,234929096,216371358,7.89%,59.20%,75.80%,81.40%,69.97,16,52.1,42.6,29.2,0.4
SRR4190112,118216385,118216385,118216385,114577677,96.90%,229155354,222916136,97.20%,0.19%,222916136,205185764,7.95%,59.60%,76.30%,81.90%,66.78,16,51.9,42.1,27.8,0.2
SRR4190117,122450584,122450584,122450584,119111542,97.20%,238223084,231721131,97.20%,0.16%,231721131,212258194,8.39%,59.40%,76.00%,81.60%,69.31,16,52.1,42.4,28.7,0.3
SRR4190120,113953888,113953888,113953888,109858082,96.40%,219716164,213596015,97.20%,0.09%,213596015,168944700,20.90%,62.10%,78.80%,83.60%,57.42,12,50.5,38.7,23.1,0.1
SRR4190124,71113937,71113937,71113937,68943676,96.90%,137887352,134134102,97.20%,0.13%,134134102,126226522,5.89%,59.70%,76.30%,81.70%,41.12,10,49.5,33.2,14.1,0
SRR4190129,99592018,99592018,99592018,96527337,96.90%,193054674,187604379,97.10%,0.14%,187604379,175181733,6.62%,58.80%,75.10%,80.70%,56.16,13,51,39.6,22.6,0.1
SRR4190133,106368103,106368103,106368103,102390990,96.20%,204781980,199150030,97.20%,0.15%,199150030,183871513,7.67%,61.90%,78.70%,83.90%,62.07,13,51.1,40.2,25.1,0.2
SRR4190137,115836781,115836781,115836781,112392613,97.00%,224785226,218639844,97.20%,0.13%,218639844,202895506,7.20%,61.50%,78.20%,83.50%,68.15,15,51.6,41.5,27.6,0.3
SRR4190142,101316488,101316488,101316488,98306502,97.00%,196613004,191077339,97.10%,0.15%,191077339,178675497,6.49%,61.70%,78.40%,83.50%,60.25,13,50.9,39.8,24.3,0.1
SRR4190146,95144987,95144987,95144987,91628967,96.30%,183257934,178200433,97.20%,0.14%,178200433,164983123,7.41%,62.30%,79.20%,84.30%,56.07,12,50.6,38.5,22.4,0.1
SRR4190150,100998238,100998238,100998238,97279584,96.30%,194559168,189132901,97.20%,0.15%,189132901,177319361,6.24%,61.70%,78.50%,83.80%,59.71,13,51,39.7,24.1,0.1
SRR4190155,114183048,114183048,114183048,110776192,97.00%,221552384,215222361,97.10%,0.16%,215222361,197736171,8.12%,61.90%,78.60%,83.70%,66.9,14,51.3,41.3,27.1,0.3
SRR4190159,109461279,109461279,109461279,106291196,97.10%,212582392,206720362,97.20%,0.13%,206720362,190074509,8.05%,62.40%,79.20%,84.20%,64.78,13,51.1,40.7,26.3,0.2
SRR5497029,98409696,98409696,98409696,95001372,96.50%,190002744,184282587,96.90%,0.48%,184282587,166946961,9.40%,60.90%,77.20%,82.10%,55.39,12,50.6,38,21.7,0.1
SRR5497047,124246023,124246023,124246023,119908842,96.50%,239817684,233355922,97.30%,0.16%,233355922,215018203,7.85%,60.60%,77.50%,83.10%,70.89,17,52.2,42.9,29.4,0.3
SRR5497052,101398284,101398284,101398284,97885427,96.50%,195770854,190302609,97.20%,0.12%,190302609,177061152,6.95%,60.20%,77.00%,82.60%,58.03,14,51.3,39.9,23.5,0.1
SRR5497057,104751905,104751905,104751905,101037279,96.40%,202074558,196610129,97.20%,0.15%,196610129,183079681,6.88%,60.00%,76.90%,82.60%,59.74,15,51.6,40.4,24.4,0.1
SRR5497062,102691742,102691742,102691742,98966853,96.30%,197933706,192336898,97.10%,0.16%,192336898,179015717,6.92%,59.90%,76.60%,82.10%,58.26,14,51.2,39.7,23.5,0.1
SRR5497067,131039670,131039670,131039670,126724224,96.70%,253448448,246502117,97.20%,0.16%,246502117,231383598,6.13%,60.00%,76.80%,82.30%,75.72,18,52.4,43.1,30.7,0.5
SRR5497071,117750685,117750685,117750685,113366366,96.20%,226732732,220615279,97.30%,0.18%,220615279,204670398,7.22%,60.40%,77.40%,83.10%,67.17,16,51.9,41.9,27.4,0.3
SRR5497076,106521335,106521335,106521335,103069549,96.70%,206139098,200500537,97.20%,0.17%,200500537,185184202,7.63%,60.00%,76.90%,82.50%,60.53,15,51.6,40.3,24.5,0.1
SRR5497080,94330388,94330388,94330388,91455807,96.90%,182911614,177859599,97.20%,0.15%,177859599,166483139,6.39%,60.80%,77.60%,83.00%,55.12,12,50.8,38.9,22,0.1
SRR5497085,112846346,112846346,112846346,108739633,96.30%,217479266,211558976,97.20%,0.17%,211558976,196096183,7.30%,60.20%,77.20%,82.90%,64.14,15,51.8,41.4,26.4,0.2
SRR5497090,98477005,98477005,98477005,95349423,96.80%,190698846,185531068,97.20%,0.19%,185531068,172315217,7.12%,60.10%,77.00%,82.70%,56.41,14,51.2,39.4,22.8,0.1
SRR5497095,102599265,102599265,102599265,99231068,96.70%,198462136,192844453,97.10%,0.20%,192844453,179275218,7.03%,59.90%,76.50%,82.10%,58.4,14,51.3,39.5,23.5,0.1
SRR5497100,95924657,95924657,95924657,92554343,96.40%,185108686,180005777,97.20%,0.13%,180005777,168564705,6.35%,60.40%,77.10%,82.50%,55.23,12,50.8,39,22.1,0.1
SRR5497104,101061604,101061604,101061604,97376365,96.30%,194752730,189462674,97.20%,0.14%,189462674,176437659,6.87%,60.70%,77.60%,83.10%,58.17,14,51.2,39.9,23.4,0.1
SRR5497109,109103335,109103335,109103335,105183198,96.40%,210366396,204604620,97.20%,0.15%,204604620,189691165,7.28%,60.50%,77.50%,83.20%,62.37,15,51.6,41.2,25.6,0.2
SRR5497114,94198586,94198586,94198586,91192530,96.80%,182385060,177282441,97.20%,0.20%,177282441,165525108,6.63%,59.40%,76.00%,81.70%,53.5,13,51,36.8,21.4,0.1
SRR5497119,119292126,119292126,119292126,115412957,96.70%,230825914,224505667,97.20%,0.21%,224505667,206815220,7.87%,59.70%,76.30%,82.00%,67.19,16,52,40.5,26.9,0.3
SRR5497124,107304902,107304902,107304902,103373306,96.30%,206746612,201024771,97.20%,0.20%,201024771,185812662,7.56%,60.10%,77.20%,82.90%,60.69,15,51.5,41,25,0.1
SRR5497129,108730724,108730724,108730724,105304771,96.80%,210609542,204836924,97.20%,0.17%,204836924,188970510,7.74%,60.30%,77.10%,82.60%,62.06,14,51.4,40.6,25.2,0.2
SRR5497134,103500452,103500452,103500452,100314533,96.90%,200629066,195118719,97.20%,0.20%,195118719,180444342,7.52%,60.10%,76.90%,82.50%,59.06,14,51.4,40,23.9,0.1
SRR5497139,105839919,105839919,105839919,101247409,95.60%,202494818,196933103,97.20%,0.13%,196933103,183854853,6.64%,60.30%,76.80%,82.30%,60.11,14,51.3,40,24.3,0.2
SRR5497144,103157716,103157716,103157716,98597579,95.50%,197195158,191816696,97.20%,0.17%,191816696,178636969,6.87%,60.20%,77.00%,82.50%,58.51,14,51.4,39.9,23.6,0.1
SRR5497148,108772570,108772570,108772570,103925525,95.50%,207851050,202084532,97.20%,0.17%,202084532,187726023,7.10%,60.70%,77.60%,83.10%,61.98,15,51.6,40.8,25.2,0.2
SRR5497153,119276141,119276141,119276141,114182566,95.70%,228365132,222097971,97.20%,0.16%,222097971,205298293,7.56%,60.30%,77.00%,82.40%,67.38,16,51.8,41.9,27.4,0.3
SRR5497158,109971508,109971508,109971508,104978887,95.40%,209957774,204342131,97.30%,0.17%,204342131,189496371,7.26%,60.50%,77.20%,82.60%,62.36,14,51.5,40.9,25.3,0.2
SRR5497163,100231261,100231261,100231261,95975175,95.70%,191950350,186724042,97.20%,0.15%,186724042,174369609,6.61%,60.60%,77.30%,82.60%,57.51,13,51.1,39.4,23.1,0.1
SRR5497166,114037390,114037390,114037390,109057386,95.60%,218114772,212180323,97.20%,0.16%,212180323,194895018,8.14%,61.00%,77.90%,83.40%,64.72,15,51.6,41.5,26.6,0.2
SRR5497170,111188374,111188374,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SRR5497175,118830882,118830882,118830882,113651806,95.60%,227303612,220989590,97.20%,0.17%,220989590,204602903,7.41%,60.20%,76.80%,82.20%,67,15,51.8,41.6,27.2,0.3
SRR5497179,121374130,121374130,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SRR5497184,110471727,110471727,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SRR5497189,115438810,115438810,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SRR5497198,119919196,119919196,119919196,114430990,95.40%,228861980,222826755,97.30%,0.12%,222826755,206996484,7.10%,60.10%,77.00%,82.50%,67.47,16,51.9,42,27.8,0.3
SRR5497203,131960645,131960645,131960645,125904162,95.40%,251808324,245029364,97.30%,0.15%,245029364,225551495,7.94%,60.20%,76.90%,82.50%,73.46,17,52.3,42.9,30,0.4
